naId,type,score,contributor,scopeAndContentNote,records_type,title,parent_series_title,start_date,end_date,creator,thumbnail,record_group,archive,tags
48458846,description,2.144763e-6,NA,Office subject files arranged by topic. This part contains: Wartime Civil Control Administration Press Releases; Farm Security Administration.,Textual Records,NA,NA,NA,NA,NA,NA,NA,Electronic Records Archives (ERA),"NA"
48459222,description,2.144763e-6,NA,Office subject files arranged by topic. This part contains: Wartime Civil Control Administration Personnel; Federal Security Agency; Foreign Funds Control; Wartime Civil Control Administration Special Instructions; Wartime Civil Control Administration Transfer Orders; Federal Housing Administration.,Textual Records,NA,NA,NA,NA,NA,NA,NA,Electronic Records Archives (ERA),"NA"
48454551,description,2.144763e-6,NA,Office subject files arranged by topic. This part contains: Branches and Organization; Powers of Attorney; Press Releases and Clippings.,Textual Records,NA,NA,NA,NA,NA,NA,NA,Electronic Records Archives (ERA),"NA"
48477739,description,2.144763e-6,NA,Interview reports and correspondence. This part contains surnames and businesses starting with H (H. & B. - Hayano).,Textual Records,NA,NA,NA,NA,NA,NA,NA,Electronic Records Archives (ERA),"NA"
48455457,description,2.144763e-6,NA,"Office subject files arranged by topic. This part contains: Statistics re Evacuees, etc.",Textual Records,NA,NA,NA,NA,NA,NA,NA,Electronic Records Archives (ERA),"NA"
48506686,description,2.144763e-6,NA,"Memoranda, storage company receipts, storage tags, personal property forms (WCCA Form FRB-2), personal property inventory lists, and related correspondence. Contains family nos. 41-22506 to 45-24901.",Textual Records,NA,NA,NA,NA,NA,NA,NA,Electronic Records Archives (ERA),"NA"
86510627,description,1.8766676e-6,NA,"This resource is located in Logan County, Oklahoma. Areas of significance include: Architecture. Architectural classifications include: Late Victorian; Italianate; Romanesque; Late 19th and Early 20th Century Revivals; Beaux Arts; Classical Revival; Late 19th and Early 20th Century American Movements; Commercial Style. The National Historic Places Register Reference Number is 74001664_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_OK/74001664_NHL.pdf/opa-renditions/thumbnails/74001664_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
86510644,description,1.8766676e-6,NA,"This resource is located in Washington County, Oklahoma. Areas of significance include: Architecture. Architectural classifications include: Modern Movement; Wrightian. The National Historic Places Register Reference Number is 74001670_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_OK/74001670_NHL.pdf/opa-renditions/thumbnails/74001670_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
75338164,description,1.8766676e-6,NA,"This resource is located in Iowa County, Iowa. Areas of significance include: Social/Humanitarian. The National Historic Places Register Reference Number is 66000336_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_IA/66000336_NHL.pdf/opa-renditions/thumbnails/66000336_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
75336059,description,1.8766676e-6,NA,"This resource is located in Buena Vista County, Iowa. Areas of significance include: Architecture; Entertainment/Recreation; Commerce. The National Historic Places Register Reference Number is 64501134.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_IA/64501134.pdf/opa-renditions/thumbnails/64501134.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
75315750,description,1.8766676e-6,NA,"This resource is located in Essex County, New York. Areas of significance include: Conservation. The National Historic Places Register Reference Number is 66000891_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_NY/66000891_NHL.pdf/opa-renditions/thumbnails/66000891_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
75315706,description,1.8766676e-6,NA,"This resource is located in Dutchess; Columbia County, New York. Areas of significance include: Settlement; Social History; Ethnic Heritage; Architecture; Landscape Architecture. Architectural classifications include: Colonial; Early Republic; Mid-19th Century; Late Victorian; Late 19th and 20th Century Revivals; Georgian; Federal; Greek Revival; Romanesque Revival; Renaissance Revival; Queen Anne; Eastlake. The National Historic Places Register Reference Number is 90002219_NHL_Part2of11.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_NY/90002219_NHL_Part2of11.pdf/opa-renditions/thumbnails/90002219_NHL_Part2of11.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
75315637,description,1.8766676e-6,NA,"This resource is located in Albany County, New York. Areas of significance include: Military. Architectural classifications include: Ship. The National Historic Places Register Reference Number is 98000393_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_NY/98000393_NHL.pdf/opa-renditions/thumbnails/98000393_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
63821044,description,1.8766676e-6,NA,"This resource is located in St. Louis Independent City County, Missouri. Areas of significance include: Ethnic Heritage; Architecture. Architectural classifications include: Late Victorian; Late 19th and 20th Century Revivals; Flat Roofed Houses and Flats; Cottage/Craftsman; Vernacular Classicism. The National Historic Places Register Reference Number is 01000948.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/63821044/opa-renditions/thumbnails/01000948.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
63817208,description,1.8766676e-6,NA,"This resource is located in Cooper County, Missouri. Areas of significance include: Agriculture; Architecture; Art; Commerce; Community Planning; Education; Engineering; Exploration/Settlement; Industry; Law; Military; Politics/Government; Religion; Theater; Transportation. The National Historic Places Register Reference Number is 64000389.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/63817208/opa-renditions/thumbnails/64000389.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
63793980,description,1.8766676e-6,NA,"This resource is located in Barnstable County, Massachusetts. Areas of significance include: Architecture; Commerce; Community Development; Entertainment/Recreation; Maritime History. Architectural classifications include: Colonial; Georgian; Early Republic; Federal; Mid-19th Century; Greek Revival; Gothic Revival; Victorian; Italianate; Queen Anne; 19th Century Revival; 20th Century Revival; Colonial Revival. The National Historic Places Register Reference Number is 01001406.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/63793980/opa-renditions/thumbnails/01001406.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
63793881,description,1.8766676e-6,NA,"This resource is located in Suffolk County, Massachusetts. Areas of significance include: Landscape Architecture; Planning; Community Planning and Development; Conservation; Engineering; Entertainment/Recreation; Transportation. The National Historic Places Register Reference Number is 03000642_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/63793881/opa-renditions/thumbnails/03000642_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
47718689,description,1.8766676e-6,NA,"This resource is located in Washington County, North Carolina. Areas of significance include: Architecture; Commerce; Community Development; Maritime History; Politics/Government. Architectural classifications include: Late Victorian; Bungalow/Craftsman; Vernacular; Colonial Revival. The National Historic Places Register Reference Number is 90002140.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/47718689/opa-renditions/thumbnails/90002140.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
47718623,description,1.8766676e-6,NA,"This resource is located in Wake County, North Carolina. Areas of significance include: Architecture; Community Planning and Development; Commerce; Education; Landscape Architecture; Entertainment/Recreation; Politics/Government; Conservation; Social History. The National Historic Places Register Reference Number is 64500376.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/47718623/opa-renditions/thumbnails/64500376.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
41682721,description,1.8766676e-6,NA,"This resource is located in Prince William County, Virginia. Areas of significance include: Architecture; Archeology; Entertainment/Recreation; Ethnic Heritage: Black; Industry; Military; Social History. Architectural classifications include: Late 19th and Early 20th Century American Movements; Rustic. The National Historic Places Register Reference Number is 12000179.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/41682721/opa-renditions/thumbnails/12000179.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),Weaver
41678824,description,1.8766676e-6,NA,"This resource is located in Montgomery County, Virginia. Areas of significance include: Architecture; Agriculture; Engineering. The National Historic Places Register Reference Number is 64500684.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/41678824/opa-renditions/thumbnails/64500684.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
41375837,description,1.8766676e-6,NA,"This resource is located in Washington County, Rhode Island. Areas of significance include: Community Planning and Development. Architectural classifications include: Late Victorian; Mid-19th century; Late 19th Century revival; 20th century revival. The National Historic Places Register Reference Number is 06000298.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/41375837/opa-renditions/thumbnails/06000298.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
41375600,description,1.8766676e-6,NA,"This resource is located in Providence County, Rhode Island. Areas of significance include: Community Planning and Development; Architecture. Architectural classifications include: Late Victorian; Late 19th and 20th Century Revivals; Late 19th and 20th Century American Movements; Modern Movement. The National Historic Places Register Reference Number is 09000363.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/41375600/opa-renditions/thumbnails/09000363.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
40970909,description,1.8766676e-6,NA,"This resource is located in Cameron County, Texas. Areas of significance include: Military.  The National Historic Places Register Reference Number is 66000812_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/40970909/opa-renditions/thumbnails/66000812_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
40970919,description,1.8766676e-6,NA,"This resource is located in Dallas County, Texas. Areas of significance include: Politics/Government; Commerce; Landscape Architecture. Architectural classifications include: Chicago; Classical Revival; Romanesque; International. The National Historic Places Register Reference Number is 93001607_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/40970919/opa-renditions/thumbnails/93001607_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
118996892,description,1.8766675e-6,NA,"This resource is located in Charleston County, South Carolina. Areas of significance include: Political. The National Historic Places Register Reference Number is 73001702_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_SC/73001702_NHL.pdf/opa-renditions/thumbnails/73001702_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
117692089,description,1.8766675e-6,NA,This resource is located in the District of Columbia. Areas of significance include: Architecture; Commerce; Social History; Ethnic History; Local History. Architectural classifications include: Vernacular; American Greek Revival; Greek Revival; Italianate; Richardsonian Romanesque; Beaux Arts Renaissance; Italian Renaissance Revival; Federal; Queen Anne; Romanesque; Gothic; Norman Gothic. The National Historic Places Register Reference Number is 84003901.,Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_DC/84003901.pdf/opa-renditions/thumbnails/84003901.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
93201260,description,1.8766675e-6,NA,"This resource is located in Dakota; Hennepin County, Minnesota. Areas of significance include: Military. The National Historic Places Register Reference Number is 66000401_NHL_3.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_MN/66000401_NHL_3.pdf/opa-renditions/thumbnails/66000401_NHL_3.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
77851125,description,1.8766675e-6,NA,"This resource is located in Multnomah County, Oregon. Areas of significance include: Ethnic Heritage: European; Architecture. Architectural classifications include: Queen Anne; Italianate; Eastlake; Vernacular; Gothic Revival; Colonial Revival; Georgian Revival; Bungalow; Craftsman. The National Historic Places Register Reference Number is 98000951.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_OR/98000951.pdf/opa-renditions/thumbnails/98000951.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
77850152,description,1.8766675e-6,NA,"This resource is located in Marion County, Oregon. Areas of significance include: Architecture; Commerce; Social History; Fraternal Movements; Entertainment/Recreation. Architectural classifications include: Italianate; Queen Anne; Richardsonian Romanesque; Tudor Revival; Mission Revival; Commercial Style; Modernistic. The National Historic Places Register Reference Number is 01001067.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_OR/01001067.pdf/opa-renditions/thumbnails/01001067.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
77848627,description,1.8766675e-6,NA,"This resource is located in Multnomah; Hood River; Wasco County, Oregon. Areas of significance include: Engineering; Landscape Architecture; Transportation; Politics/Government; Outdoor Recreation. The National Historic Places Register Reference Number is 83004168_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_OR/83004168_NHL.pdf/opa-renditions/thumbnails/83004168_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
77847466,description,1.8766675e-6,NA,"This resource is located in San Miguel County, New Mexico. Areas of significance include: Archeology: Prehistoric; Archeology: Historic Aboriginal: Archeology: Historic Unaboriginal; Architecture; Commerce; Ethnic Heritage: Native American; Ethnic Heritage: Hispanic; Military; Religion. The National Historic Places Register Reference Number is 91000822.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_NM/91000822.pdf/opa-renditions/thumbnails/91000822.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
75325339,description,1.8766675e-6,NA,"This resource is located in Skagway-Hoonah-Angoon County, Alaska. Areas of significance include: Exploration/Settlement; Transportation. The National Historic Places Register Reference Number is 66000943_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_AK/66000943_NHL.pdf/opa-renditions/thumbnails/66000943_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
75313652,description,1.8766675e-6,NA,"This resource is located in Monroe County, New York. Areas of significance include: Architecture; Social History; Industry; Exploration/Settlement; Education; Transportation . The National Historic Places Register Reference Number is 64000563.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_NY/64000563.pdf/opa-renditions/thumbnails/64000563.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
73890557,description,1.8766675e-6,NA,"This resource is located in Alcorn; Hardeman County, Mississippi. Areas of significance include: Military. Architectural classifications include: Mid-19th Century. The National Historic Places Register Reference Number is 91001050_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_MS/91001050_NHL.pdf/opa-renditions/thumbnails/91001050_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
73730054,description,1.8766675e-6,NA,"This resource is located in Various County, Wyoming. Areas of significance include: Commerce; Exploration/Settlement. The National Historic Places Register Reference Number is 64501147.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_WY/64501147.pdf/opa-renditions/thumbnails/64501147.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
73730003,description,1.8766675e-6,NA,"This resource is located in Teton County, Wyoming. Areas of significance include: Architecture; Commerce; Conservation; Entertainment/Recreation. The National Historic Places Register Reference Number is 64500738.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_WY/64500738.pdf/opa-renditions/thumbnails/64500738.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
71997186,description,1.8766675e-6,NA,"This resource is located in Philadelphia County, Philadelphia. Areas of significance include: Architecture; Community Development. Architectural classifications include: Late Victorian; Queen Anne; Late 19th and 20th Century Revival; Colonial Revival; Classical Revival; Victorian; Italianate; Gothic Revival; Second Empire; Tudor Revival; Renaissance; Mission; Beaux Arts; Georgian Revival; Art Deco; Modern Movement; Jacobean Revival; Neo-Classical Revival; French Renaissance; Collegiate Gothic. The National Historic Places Register Reference Number is 97001669.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_PA/97001669.pdf/opa-renditions/thumbnails/97001669.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
71996934,description,1.8766675e-6,NA,"This resource is located in Philadelphia County, Philadelphia. Areas of significance include: Archeology: Historic; Architecture; Economics; Invention; Politics/Government; Religion. The National Historic Places Register Reference Number is 66000683.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_PA/66000683.pdf/opa-renditions/thumbnails/66000683.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
71996024,description,1.8766675e-6,NA,"This resource is located in Kennett Township County, Chester. Areas of significance include: Transportation; Engineering. Architectural classifications include: Built-Up Plate Through Girder Bridge. The National Historic Places Register Reference Number is 09001213.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_PA/09001213.pdf/opa-renditions/thumbnails/09001213.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
71995661,description,1.8766675e-6,NA,"This resource is located in Gettysburg; Cumberland Township; Mount Joy Township; Straban Township County, Adams. Areas of significance include: Military; Politics/Government; Landscape Architecture; Conservation; Archeology: Historic. The National Historic Places Register Reference Number is 66000642.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_PA/66000642.pdf/opa-renditions/thumbnails/66000642.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
71994706,description,1.8766675e-6,NA,"This resource is located in Bloomsburg County, Columbia. Areas of significance include: Architecture; Commerce; Engineering; Industry; Politics/Government; Transportation. Architectural classifications include: Victorian; Queen Anne; Colonial Revival; Italianate; Greek Revival. The National Historic Places Register Reference Number is 83002229.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_PA/83002229.pdf/opa-renditions/thumbnails/83002229.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
71994173,description,1.8766675e-6,NA,"This resource is located in Cornwall County, Lebanon. Areas of significance include: Industry. Architectural classifications include: Italianate; Queen Anne; Federal; Greek Revival; Gothic; Stick Style. The National Historic Places Register Reference Number is 66000671_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_PA/66000671_NHL.pdf/opa-renditions/thumbnails/66000671_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
63792805,description,1.8766675e-6,NA,"This resource is located in Various County, Massachusetts. Areas of significance include: Architecture; Engineering; Transportation; Maritime History. The National Historic Places Register Reference Number is 64000282.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/63792805/opa-renditions/thumbnails/64000282.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
47719917,description,1.8766675e-6,NA,"This resource is located in Dare County, North Carolina. Areas of significance include: Invention; Transportation; Architecture; Landscape Architecture; Conservation. Architectural classifications include: Art Deco; Modernism; Philadelphia School. The National Historic Places Register Reference Number is 66000071.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/47719917/opa-renditions/thumbnails/66000071.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
41681131,description,1.8766675e-6,NA,"This resource is located in Hampton Independent City County, Virginia. Areas of significance include: Science; Engineering; Military; Communication; Transportation. Architectural classifications include: Stripped Classicism; Industrial; International Style; Brutalism. The National Historic Places Register Reference Number is 12000374.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/41681131/opa-renditions/thumbnails/12000374.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
41679069,description,1.8766675e-6,NA,"This resource is located in Lexington Independent City County, Virginia. Areas of significance include: Architecture; Education. Architectural classifications include: Greek Revival; Romanesque; Georgian Revival. The National Historic Places Register Reference Number is 71001047_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/41679069/opa-renditions/thumbnails/71001047_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
41679019,description,1.8766675e-6,NA,"This resource is located in Fairfax County, Virginia. Areas of significance include: Conservation; Architecture. Architectural classifications include: Georgian; Federal. The National Historic Places Register Reference Number is 70000792_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/41679019/opa-renditions/thumbnails/70000792_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
28893374,description,1.8766675e-6,NA,"This resource is located in Lake County, Illinois. Areas of significance include: Commerce; Industry. Architectural classifications include: Art Deco; Art Moderne. The National Historic Places Register Reference Number is 3001462.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/28893374/opa-renditions/thumbnails/03001462.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
25339785,description,1.8766675e-6,NA,"This resource is located in Lake County, Michigan. Areas of significance include: Architecture; Community Planning and Development; Entertainment/Recreation; Ethnic History; Social History.  Architectural classifications include: Bungalow/Craftsman; ""Single Lot Cottage""; ""Concrete Block""; Ranch; Colonial Revival; Tudor Revival. The National Register of Historic Places Reference Number is 09001062.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/25339785/opa-renditions/thumbnails/09001062.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
2435826,description,1.8766675e-6,NA,NA,Textual Records,NA,Command Chronologies and Related Documentation,1962,1987,Department of Defense. Department of the Navy. U.S. Marine Corps. 9/18/1947-,https://catalog.archives.gov/OpaAPI/media/2435826/opa-renditions/thumbnails/00000078.pdf-thumb.jpg,127,"National Archives at College Park - Archives II (College Park, MD)","box 535, houston, m company, 3rd battalion, march 1968"
75612234,description,1.8766675e-6,NA,"This resource is located in Island County, Washington. Areas of significance include: Agriculture; Architecture; Commerce; Recreation/Tourism; Ethnic Heritage; Exploration/Settlement; Education; Religion; Military; Politics and Government. Architectural classifications include: Victorian; Craftsman/Bungalow; Queen Anne. The National Historic Places Register Reference Number is 73001869.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_WA/73001869.pdf/opa-renditions/thumbnails/73001869.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
57595129,description,1.8766675e-6,NA,"This report addresses the condition of rail transport and the problems in rail transport affairs that are both external and internal to the industry. These include policy, regulatory, and planning problems as well as financial, organizational and management issues, among others. The authors put forth a research and development strategy with a comprehensive R&D program and a recommended research agenda.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/57595129/opa-renditions/thumbnails/1977_RAIL_TRANSPORT_RESEARCH_NEEDS_SPECIAL_REPORT_174.PDF-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
57595103,description,1.8766675e-6,NA,"This 11th Annual Railroad Engineering Conference, now sponsored by the Federal Railroad Administration, had as its purpose: To provide a forum for parties interested in the promotion, well-being and progress of the free system of transport by rail to discuss the engineering aspects of railway freight equipment and its interface with track structure and thereby formulate answers to problems and develop advancements in the state of the art. Transcripts of 12 addresses and the 13 technical papers presented at the four sessions are included.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/OpaAPI/media/57595103/opa-renditions/thumbnails/1974_1974_TECHNICAL_PROCEEDINGS_11TH_ANNUAL_RAILROAD_EN.PDF-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
48542509,description,1.6085722e-6,NA,"Administrative documents, correspondence, and reports related to the disposition of evacuee property, sorted alphabetically. This part includes surnames and businesses starting with A to K (Abo - Kobayashi).",Textual Records,NA,NA,NA,NA,NA,NA,NA,Electronic Records Archives (ERA),"NA"
117692405,description,1.6085722e-6,NA,This resource is located in the District of Columbia. Areas of significance include: Community Planning and Development; Politics/Government; Architecture; Art; Commemoration; Landscape Architecture; Social History; Military. Architectural classifications include: Early Republic; Mid-19th Century; Late Victorian; Late 19th and 20th Century Revivals; Late 19th and Early 20th Century American Movements; Modern Movement. The National Historic Places Register Reference Number is 66000865.,Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_DC/66000865.pdf/opa-renditions/thumbnails/66000865.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
106779232,description,1.6085722e-6,NA,"This resource is located in Milwaukee County, Wisconsin. Areas of significance include: Architecture; Industry; Health/Medicine; Education; Social History; Social/Humanitarian; Invention; Religion; Community Planning and Development; Landscape Architecture; European; Ethnic Heritage: Syrian. The National Historic Places Register Reference Number is 64000955.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_WI/64000955.pdf/opa-renditions/thumbnails/64000955.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
93208204,description,1.6085722e-6,NA,"This resource is located in Fulton County, Georgia. Areas of significance include: Archeology: Historic; Architecture; Landscape Architecture; Military; Urban History. Architectural classifications include: Queen Anne; Victorian; Craftsman. The National Historic Places Register Reference Number is 79000722.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_GA/79000722.pdf/opa-renditions/thumbnails/79000722.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
93206799,description,1.6085722e-6,NA,"This resource is located in Richmond County, Georgia. Areas of significance include: Education; Medicine. Architectural classifications include: Greek Revival. The National Historic Places Register Reference Number is 72000398_NHL.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_GA/72000398_NHL.pdf/opa-renditions/thumbnails/72000398_NHL.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
84285888,description,1.6085722e-6,NA,"This resource is located in Windham County, Vermont. Areas of significance include: Architecture; Community Planning and Development; Commerce; Industry; Politics/Government; Education; Religion; Agriculture. Architectural classifications include: Federal; Greek Revival; Italianate; Queen Anne; Colonial Revival; Neo-Colonial Revival; Ranch. The National Historic Places Register Reference Number is 10000171.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_VT/10000171.pdf/opa-renditions/thumbnails/10000171.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
77848726,description,1.6085722e-6,NA,"This resource is located in Benton County, Oregon. Areas of significance include: Architecture; Planning and Community Development. Architectural classifications include: 20th Century Revivals; Colonial; Tudor; Mission; 20th Century Movements; Bungalow; Foursquare; Craftsman. The National Historic Places Register Reference Number is 02000827.",Textual Records,NA,NA,NA,NA,NA,https://catalog.archives.gov/catalogmedia/live/electronic-records/rg-079/NPS_OR/02000827.pdf/opa-renditions/thumbnails/02000827.pdf-thumb.jpg,NA,Electronic Records Archives (ERA),"NA"
